third gene,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
TGFBR2,155,1,13,1,113,1,10,0
TMEM127,155,1,14,0,114,0,10,0
TMPRSS2,155,1,13,1,113,1,10,0
TNFAIP3,155,1,14,0,112,2,10,0
TNFRSF14,156,0,14,0,112,2,10,0
TOP1,154,2,14,0,113,1,10,0
TP53BP1,153,3,14,0,111,3,10,0
TP63,155,1,14,0,111,3,10,0
TRAF7,156,0,13,1,111,3,10,0
TSHR,154,2,14,0,112,2,10,0
UPF1,156,0,14,0,114,0,10,0
VEGFA,155,1,14,0,114,0,10,0
VTCN1,156,0,14,0,113,1,10,0
